x,y,z
-884.793316,-381.526136,339.195417
-794.092700,861.584950,539.799591
-678.840796,-565.635126,970.271817
16.354285,467.896027,-952.926854
-475.626796,-362.799739,-364.765065
-560.518334,-729.965160,-243.262006
-694.381797,226.931837,-365.493673
946.739355,-150.606848,-148.713233
745.725609,-2.743091,654.503092
-268.449458,674.018560,770.328464
-188.363245,641.019180,262.757028
496.560182,-296.199773,543.747254
175.343005,735.239636,497.763167
143.682335,147.956912,807.618162
922.135039,-14.161985,508.106742
-305.938532,-638.646139,-333.212961
868.303110,-259.689309,604.103311
748.477252,47.139903,879.017799
207.585948,930.236842,11.951653
721.713627,777.092833,-530.092869
548.864204,298.810355,-134.028020
-947.171243,482.626228,392.990873
-539.251424,271.808280,-371.591273
217.485209,-332.601868,-244.512032
-821.990799,-767.935719,924.539933
780.942039,-14.844249,-680.730250
-459.758584,167.935954,-438.552794
214.399695,610.068785,199.893830
599.403557,847.523395,-843.575269
-627.842198,133.268947,904.105656
540.643587,22.009213,420.957050
189.090602,-860.883033,967.812271
-285.382948,-460.935766,993.871059
-656.232178,-385.553744,231.168852
491.574128,982.882458,-623.723482
783.614631,-355.512066,196.809389
-479.419621,102.118992,378.574544
944.756354,688.020536,688.810583
-610.374174,524.956781,-324.965880
-869.423077,-81.733978,103.303806
935.947520,-595.728443,506.865055
-795.242417,626.224830,78.454165
186.635279,-774.309378,737.160021
-442.866044,670.751803,112.475310
389.595927,87.162672,633.547111
902.054174,84.470114,956.672008
-134.927068,-533.422814,-245.398016
-245.854177,-212.830262,-273.942358
280.371535,403.586205,585.724891
502.401586,748.095981,-432.195363
785.964422,685.550982,-490.493704
-833.233623,-279.189331,-903.132040
919.179717,461.628318,918.871154
-871.292110,-505.916966,711.349140
570.450279,-7.442815,853.890008
547.387997,-424.058223,877.812601
-599.789191,792.503557,111.529975
548.479559,-464.370135,194.425691
-27.440048,451.840379,-237.729691
-312.755217,349.169089,-760.200785
-427.631931,727.393564,-272.168005
97.193863,325.137535,-945.102500
-30.721424,-679.357291,431.800164
-269.133793,-755.137163,-669.798741
94.265525,-847.630585,443.970348
-991.135915,-265.000557,-605.716119
893.580140,-137.549200,661.628889
-709.944807,566.310716,-992.064823
880.329901,-745.892312,-451.700763
-97.548271,221.031421,-380.369498
-397.435532,-345.560155,-398.191722
-693.073375,-846.218453,-252.501053
-832.392161,-906.723752,-820.069491
84.241977,-929.774464,828.039114
-86.068744,-164.167777,168.559315
502.099437,-12.098385,260.208473
-670.253843,-218.399331,313.543100
-3.065390,703.328985,-140.896551
5.813224,918.586134,-916.975132
-127.043371,-997.435567,-222.200071
601.174203,541.579011,-662.877843
-399.235237,-646.414879,829.652162
-189.191283,603.163258,80.834458
-227.138654,-49.794065,-348.801330
465.543576,-585.482595,-635.895015
-645.214008,363.297262,877.638785
628.223231,-963.528482,426.980681
435.122622,433.549335,-859.138216
819.300070,910.343567,-606.059745
-915.878618,-876.505867,153.587027
-128.469689,-93.210843,193.515614
544.339910,520.387641,-33.150393
511.112797,463.458669,409.989404
328.644615,-22.034815,-25.460114
62.400175,-116.442904,-659.802692
946.184806,721.534167,-116.715198
767.840939,-480.043835,-465.279091
-404.861720,675.784218,71.813235
23.166146,202.345967,-973.034894
546.800279,457.009472,-728.128670
436.317588,-180.570535,652.524686
-837.299648,-782.011482,335.760344
-100.285491,-98.092274,116.753147
-122.062761,-168.025904,-346.972681
19.682894,-719.317108,-228.290504
525.974661,63.493400,-842.272218
-26.394725,242.824342,-863.126766
733.973033,630.003387,914.829095
798.996582,-170.481544,-199.031865
79.484439,333.373001,778.905165
984.492457,589.052410,589.295213
-228.405420,-766.767894,818.959998
435.139939,716.398401,110.157740
-32.588923,443.057567,833.702368
-974.524739,418.420433,67.183727
-431.346225,1.674000,-582.573140
296.671601,58.455917,-794.461287
426.028788,594.634016,-143.293945
-685.952350,834.263853,578.225032
986.015000,-947.489827,0.358238
761.476025,812.975322,-645.205346
991.223208,-583.895968,562.707048
-753.121466,617.042745,-151.626980
480.515086,716.036580,267.392751
302.255542,-519.082047,63.159952
425.878669,552.845470,582.792193
-845.143207,-277.411959,899.371884
-521.206127,-147.251152,99.767370
129.183293,542.925492,-67.877568
-233.022703,-112.307587,-773.738167
-567.981914,425.160391,-486.201195
-692.419147,981.839835,-299.664135
-577.578422,69.124263,-765.659865
-740.926617,-461.806526,-761.860882
-0.602474,-218.621940,-138.762991
1.044967,44.826509,-554.682533
-764.053203,-379.782411,-259.975782
-444.855958,377.944014,951.425276
979.395884,871.669614,-349.429310
568.157280,-508.937567,-447.857521
-802.265098,-33.135564,-59.522631
607.194191,506.220595,-668.333279
-110.972935,698.242035,-168.556810
-517.121250,-777.412298,-995.208939
172.527069,607.354454,-416.867923
910.269226,605.200363,805.725117
699.745468,-477.779016,847.735435
-348.304440,815.994570,-470.383619
265.661668,-931.798303,-479.495279
147.518681,527.564550,79.776984
74.748098,982.964939,141.413483
157.082031,823.239903,308.804065
56.657419,-111.098052,-89.813586
-674.302385,805.377121,879.381821
785.365306,37.149439,-240.314621
732.523895,-297.194034,160.423498
165.405399,-145.566406,459.002299
-33.742384,-524.536267,291.789360
-996.523854,807.661151,746.531135
601.344984,200.733376,-889.187122
377.803280,956.758095,-529.705157
602.475032,-266.641074,-913.920448
210.521711,989.125005,13.621913
-965.302550,123.124256,392.887785
299.930210,-531.650769,142.497345
848.869310,144.456139,169.133539
504.660964,736.656711,-620.516209
388.571127,914.434565,-478.516278
92.617190,-286.222360,25.343052
544.223487,430.785321,-86.876964
-845.035028,-547.338938,-505.126949
157.200381,503.496624,-816.022307
21.326530,303.210573,-76.872566
478.748167,699.141642,-929.023707
122.973998,558.702251,533.948831
-740.330190,955.509978,-991.961478
-101.392087,-659.051319,-566.787682
109.888273,-76.422772,107.611105
896.083626,-964.333217,-403.713561
-736.026605,-14.346958,723.020329
750.274369,678.848509,-236.356727
-172.602244,88.612027,78.043478
-553.757873,948.060342,139.384506
698.637014,-758.992553,-723.547011
334.445623,-695.930157,-39.055036
-499.614890,611.538348,-467.444814
-932.829669,-11.453471,558.872781
-567.966297,-692.708339,589.110936
235.670955,-594.942922,-799.961804
609.311115,-939.623938,-275.890138
-335.387308,-949.034085,-333.291849
362.199125,23.202282,-998.942565
300.828974,369.467016,-706.442316
-688.850448,106.800108,-442.439407
495.261355,-96.603479,790.437823
589.469757,560.164458,-373.747235
441.024324,16.184621,-417.257948
727.196563,-33.662978,-946.645412
-901.708739,-735.246152,275.848421
-14.323240,89.425781,-618.604452
777.024688,383.556912,433.732712
240.876146,663.796807,229.019052
-555.984898,-328.025165,-289.968508
466.729723,822.400241,920.980409
91.895764,-734.512786,-114.110629
-476.497968,-170.946085,-392.701325
-992.672076,-659.114514,-356.508288
-661.440535,97.278828,767.197109
-668.099438,428.589894,61.779943
342.183200,434.781682,-889.002603
-909.065756,889.283373,-733.271953
237.944565,206.147656,35.493125
339.069157,-843.535445,713.337805
-568.393577,-406.461048,-458.221808
938.272118,-693.219669,-102.861185
654.044696,-867.404657,-914.847592
-980.143909,114.322111,-175.272464
169.314583,328.229350,-880.474996
-300.188882,115.732244,393.715219
-44.087358,-829.579073,647.068367
863.924817,-959.893799,-951.866136
-822.769101,87.327662,-944.807323
-811.811877,653.037719,946.097581
734.623288,945.022853,662.071401
-116.870490,343.896812,-10.245873
832.612677,131.540878,738.159291
241.374632,-421.498083,315.430855
63.538294,-244.447065,-634.105526
614.362508,-698.687176,-616.082659
614.981804,936.369032,201.634919
223.957499,-175.744503,943.624299
-501.287162,411.107858,756.187987
-399.488580,-539.269148,152.781352
-437.588716,-683.088610,512.265769
-283.671957,-835.095400,214.624417
800.912968,-850.964706,130.625477
606.847103,-241.854735,529.207585
542.129336,-748.861372,726.549858
-217.472294,354.041662,-562.831538
-791.944035,-999.319193,-697.066767
603.032452,544.261781,823.785365
-796.847041,429.698121,-675.163453
-873.942590,567.921269,-434.803358
750.259778,-80.484104,882.002452
-370.983921,-664.396461,964.254120
637.790935,336.881888,991.997152
-988.893304,445.237165,754.413060
-869.038925,397.642949,683.998225
-179.421028,-829.644600,-497.467452
243.994879,799.896531,-960.913231
-324.211394,-535.835109,969.754358
-937.886667,-435.554247,-226.683899
866.509774,493.507335,934.172403
-516.383442,-383.039923,617.980304
364.134511,-847.824337,-207.343909
-764.960990,665.874698,-377.811613
423.390071,-899.298816,-692.426932
-613.131984,571.150853,-184.497015
933.612173,240.322820,-880.387152
-505.914162,684.804872,-450.149319
491.341417,-604.216178,34.449922
-104.132341,167.273202,399.468448
647.593055,-679.356328,56.121390
-459.118652,715.512352,749.723122
58.873697,-871.803946,181.971301
-609.527546,512.615849,-254.047109
282.814344,355.334483,-199.932660
-73.978939,45.141275,395.592999
-466.999491,-697.610949,762.295586
545.928766,344.137522,176.161836
-583.119264,58.467288,27.381848
-526.973600,181.320026,114.938593
241.286787,-137.250721,325.168411
-853.449170,-160.319625,-693.812354
554.297491,-250.336987,938.222202
-612.943055,-714.925196,247.807844
740.130142,-494.032439,432.608066
227.919303,-900.718075,-708.675491
824.800739,-993.544918,315.591867
506.500120,-844.320800,838.996023
-95.950696,161.608585,-969.351102
-645.591862,-87.196393,405.680698
989.811971,378.732059,-426.228446
-292.735317,489.944393,242.531472
-54.033413,62.919570,-436.580596
905.573718,-758.378119,-386.438892
-202.142072,-942.924294,-200.369008
411.949571,-940.540668,-501.475638
-750.302571,-329.767741,306.410953
109.791148,-481.102033,116.546338
48.215206,666.960348,609.182350
114.824776,229.000518,90.039787
49.023036,292.675103,-241.386323
302.148411,218.428942,-618.873337
535.257639,-328.347323,-154.036265
591.373290,623.201243,-867.214334
826.226791,-543.551729,-666.503310
458.332688,293.749719,578.252638
-710.581054,870.709893,-292.611240
833.832761,-882.018391,756.050232
706.700763,702.166803,-226.573296
-773.551683,549.421877,-215.033616
877.293825,893.764552,880.002244
-19.441469,-890.573366,837.441979
963.131119,-907.629579,-123.753598
700.645311,-427.616764,400.108014
-475.924477,-353.829159,-954.972989
173.185636,678.349996,-654.209673
-374.268242,317.363838,-27.264738
0.456049,-790.350445,31.950417
237.963121,-368.955695,-22.402570
519.704619,987.519634,-43.655610
330.081258,618.143805,948.764898
-719.673355,-517.792420,356.618501
749.787355,499.316680,571.305593
36.110784,-465.177707,995.331749
-142.392517,491.404245,-769.268660
-498.342431,624.179329,74.590397
194.196387,-858.143033,-312.208519
-736.594238,461.244290,777.842205
-548.020711,186.051898,-521.016293
597.851981,-131.377857,569.318851
104.590911,105.950961,-70.099359
-356.196757,-192.650445,-358.048998
484.956861,-752.824206,-539.799178
625.074556,-294.841587,-805.571010
-111.905177,654.021921,-270.669457
944.078655,438.659805,217.698708
212.517823,216.454025,886.758614
577.629529,-487.826524,-50.868767
254.524257,622.741324,-604.807225
-743.443111,91.677068,959.593978
-424.188846,651.964237,-514.238660
-888.835737,-253.690272,-397.598871
-535.805613,-145.644151,570.704253
-412.599701,689.251872,-625.971225
731.041013,244.536909,256.828131
607.491597,800.898194,369.319886
938.257709,-552.122880,-211.778151
-216.005910,280.357999,411.010894
-932.023767,-326.886812,901.777718
932.136975,-150.780775,213.745467
-515.262150,708.386612,-886.924278
396.569959,994.301729,219.117259
495.217721,599.081985,35.608284
314.117332,350.965881,-740.120149
-876.308973,-695.046924,136.581922
-955.661905,658.278117,309.386959
566.113810,895.307421,-63.186226
-603.284767,832.710462,867.900727
513.013504,258.766578,624.215766
468.249270,-976.389990,-972.193536
790.492720,-26.237056,-318.910269
-95.380002,718.123496,-924.135356
-434.529485,944.846607,851.890829
-707.214687,-359.710512,-361.840236
-486.951169,-272.468750,-893.630162
-766.441815,-974.473398,-407.493506
67.180998,573.198490,136.354009
-603.525151,622.977483,368.141011
453.883643,-910.946357,186.158391
510.220594,797.193893,653.815368
-337.600025,367.018701,-435.259462
721.919529,-326.224433,-709.815364
329.521514,319.079247,-852.195365
-953.228147,-659.537588,-54.955593
867.996144,-807.637277,347.623017
-286.628929,-94.024356,-899.188445
592.648021,-733.315285,-707.937661
-958.946818,-181.818937,670.975256
603.247352,180.501949,91.572440
-95.707397,-11.129085,-728.042653
102.338223,735.197521,684.731872
873.052593,-726.827895,-257.840958
553.208493,-981.359906,-684.325231
172.389989,-178.770120,-128.938068
-261.400564,-514.581438,-298.232841
322.878716,-237.874450,640.971217
-563.556356,-565.565277,611.758780
304.646340,-544.036303,-676.553497
-285.714874,-330.479239,394.991125
742.224765,-21.319144,-603.011794
-465.880644,284.530943,103.747663
-533.229839,400.335334,155.369690
179.386365,-323.237680,-79.759546
-476.608740,-541.737193,104.765630
-158.387341,536.738939,-826.625798
44.217348,-551.574555,538.143869
881.972506,654.179723,586.365286
884.817214,117.552430,-649.246626
-199.763815,-625.611712,-412.853278
-849.784476,535.276240,196.202484
408.262697,-553.754847,-99.825670
813.862619,881.435311,167.998222
-740.344789,676.563790,-277.362374
-86.901496,572.706896,853.343451
430.127310,548.607973,253.517995
-372.372873,-855.379860,753.760307
-420.427856,52.028923,32.728965
187.798198,768.851136,-81.397996
828.107452,-378.325929,-680.582352
-606.915847,-918.685067,612.376819
-480.994792,-245.554738,888.052405
-192.866623,-478.251631,784.905951
-877.100213,882.914602,-162.861615
635.273866,599.496379,720.007745
-704.213526,786.515184,671.326260
141.954959,-292.877747,-499.044530
-161.533146,900.435357,576.020834
631.521166,-512.858822,452.707524
380.231290,-326.446890,-721.678209
-6.759505,-596.303386,143.847261
71.921972,-676.813553,993.585977
64.811908,-194.715579,-815.958598
-58.292824,-535.389042,-867.727506
575.834392,615.056268,-565.738691
-377.829325,841.476395,871.876795
572.644984,7.911720,-108.411522
-281.690252,44.590708,-876.133975
285.967920,-500.598130,-9.803728
546.491254,642.013331,-236.675007
611.770410,-930.004799,-748.470820
142.253970,942.918129,-153.612953
-752.014484,139.441678,-922.906677
346.831011,360.428181,416.288710
516.374534,-70.807216,-620.611607
-515.535698,-361.961627,-477.397605
141.680852,-930.085631,941.728783
952.527800,336.693688,-483.913124
-277.155821,217.337095,481.461844
-78.105477,307.876216,-61.320822
208.528969,-776.717898,564.870245
85.423751,677.290231,645.753449
-417.222450,445.815854,-966.696624
136.919999,914.132349,181.583187
-291.583018,-198.695387,-459.504808
-811.535766,-709.910410,-191.384577
739.662401,-930.349522,503.237588
734.707247,987.281149,783.519943
-885.962644,-557.467515,416.861304
451.503375,472.541047,-661.649778
-925.324361,553.129957,-230.020126
-264.842671,804.094602,-196.909512
-754.602356,-728.768911,726.421401
-534.843075,-26.554459,-852.158497
194.573155,711.689227,622.156577
871.991261,-577.496804,-961.357297
897.505613,763.195112,956.562609
308.034862,-77.434824,477.709970
-50.924054,-57.415930,179.762700
253.115322,-245.162120,661.263834
-447.426871,779.964079,-757.750873
-665.468244,126.770169,894.884441
-666.855097,-635.489978,-69.387438
-654.443816,259.184400,110.507989
718.118851,195.457899,34.582811
-417.789809,623.730140,927.328743
-334.847914,-418.870422,-45.468436
664.585531,-703.032835,-944.174508
-925.323504,293.539699,-831.978280
-728.959754,825.345402,227.397172
292.695931,942.492822,-976.765362
264.443978,585.843994,-142.986018
696.613765,632.129312,724.633216
538.051361,-194.030744,-773.013095
-349.097114,76.737088,617.468939
533.935402,352.672865,231.093427
-886.803984,91.785368,843.960847
27.029719,898.382187,-579.940879
275.187827,490.449245,-508.691602
895.983326,375.371545,736.091035
730.721379,-191.395547,752.218642
4.401638,-223.685337,-560.745068
263.726702,-709.103278,-975.495404
497.500545,824.900205,-242.140326
-420.142716,-939.402394,-372.570354
-74.326553,531.263907,-751.825636
-317.920393,859.858589,-210.097541
-655.187310,370.009367,-442.965308
906.269054,9.653032,-564.347208
-672.698583,98.423442,881.588846
940.466780,82.578726,685.078744
-839.660629,-553.329204,-55.252395
-956.825738,-13.318454,208.784721
-150.844417,-428.313632,-542.823362
-342.410926,797.418493,769.397852
605.651084,-13.517041,564.822849
-792.127821,-247.453373,140.267548
-681.022461,-572.534505,334.886928
28.420629,91.195322,511.152056
89.256139,255.040329,102.211035
763.518650,-297.405248,-458.686588
-259.110194,-71.102894,-948.122902
-427.025648,-367.605279,629.698700
-925.421231,403.126239,-622.053017
-203.308348,579.485145,766.257046
395.009343,-298.180737,-605.630887
794.408057,134.355180,-792.650723
-911.322702,526.776372,548.153753
198.703507,-401.497155,-937.184558
-874.931646,305.591636,499.548005
619.908413,887.415469,-451.212665
-629.996088,-109.654924,826.999011
890.946364,-415.581274,-556.802044
-319.792029,724.802312,879.057497
415.765451,874.064454,-795.889522
675.351660,323.606630,533.783603
-836.674292,444.845396,304.394606
642.366992,730.686558,-942.171249
-859.153171,527.047958,197.551546
-50.350447,-604.329013,-512.768076
721.183745,908.122224,-779.167758
-830.062812,574.382930,-534.880064
375.626560,-52.603300,609.674034
-970.584737,870.068910,475.206553
127.518227,159.279814,14.347669
154.097503,-652.459499,507.735816
255.112877,553.153103,-85.654046
454.013260,-257.565949,-59.178172
-47.082847,18.407801,134.907430
-165.311024,-919.594670,-376.386272
-27.172079,-439.299806,-38.120997
632.037518,-658.779905,-454.884134
-798.764365,315.708708,-948.668407
204.938800,-17.364453,952.138749
-606.915094,779.357594,651.484098
651.059510,-200.901801,-514.833465
-442.324487,-395.628678,-132.388663
728.781315,575.411265,-247.383946
-541.279842,-99.064069,-813.250612
-557.742471,-806.940753,503.901068
-791.162198,-931.654059,873.875045
-928.099058,473.222211,360.880384
-410.832524,852.766310,318.328503
-760.881754,-512.109130,8.115639
-710.843783,718.275112,-673.710290
-950.396747,-839.867031,-452.635545
-746.283330,341.415140,-751.186294
-881.868717,208.333612,-416.177654
-217.623957,23.832140,-743.577705
-458.827901,10.917780,-660.899475
-910.179240,232.845472,-847.415376
-30.741322,293.132232,926.021610
692.117738,341.557671,275.070480
383.492679,-252.819820,365.472311
-856.320361,-648.442877,535.155133
178.311403,873.526198,744.747387
258.454250,713.285377,-594.909188
326.251460,-19.497858,-816.585297
-345.328975,583.650368,-238.095437
203.677832,817.188278,-781.786267
561.295633,-128.410154,953.028288
-209.780493,600.615307,-42.578874
775.436459,881.121169,-127.546214
312.707618,192.372881,-816.291141
-278.909471,-221.960170,226.772384
-945.783924,-541.092295,297.189137
562.535592,-293.347940,283.644974
221.206439,-256.677285,-607.716284
-847.740536,-755.024414,598.776142
366.842605,-609.727373,-784.949319
-849.916519,664.958191,565.757578
-814.325948,844.479268,103.532570
-322.411123,-612.542675,-953.898251
519.413491,-344.419935,185.029723
-31.092821,-569.899139,165.852131
-774.896775,694.230125,-768.817177
603.821242,-452.481884,649.353001
123.578898,-938.036025,-844.479908
786.581499,-145.078951,-200.541670
-214.833313,-227.218220,302.350995
332.063979,997.775242,-424.471205
359.686267,154.123026,397.929648
807.772619,383.232831,-497.358128
700.178125,851.999413,-958.190261
119.439203,908.981255,696.837458
-633.866602,880.798261,-308.057860
442.894974,-841.895167,426.885512
985.559075,862.890860,247.372050
-283.479971,310.188446,-851.767026
-799.757613,-26.640475,-320.245295
356.249919,-461.271938,972.702912
972.033076,-752.015614,-462.702594
-695.568207,-122.920187,-777.275563
-368.682421,-232.412326,539.898903
658.213589,40.756621,-485.172353
-683.136282,-171.301146,620.628412
-664.333109,-924.139981,377.245744
213.966990,-890.804839,183.130867
-211.780893,-253.979101,121.721434
519.205489,-319.004408,47.983274
-177.720899,493.309018,563.857266
394.654383,-340.766697,-483.285474
996.298415,946.817511,727.033487
122.277752,-305.227438,824.897453
-136.809902,261.124543,351.719060
-79.395018,-775.609906,-165.091157
23.492458,918.601681,755.595621
-803.934935,934.000686,-28.136231
-465.264833,466.923500,-973.055917
-952.036678,476.594838,-303.820989
8.365160,-674.192421,203.961931
-677.934764,93.540021,231.645147
113.278531,-281.649045,-780.736379
-197.478365,-325.899200,-196.957977
-189.690378,-516.290877,207.009563
295.102724,-575.264117,798.122507
815.553334,6.708096,466.948673
990.105829,49.781141,-482.913489
588.890362,-717.435362,629.997142
193.433964,-542.787850,-174.430662
-192.186945,465.393961,-829.585537
-182.976297,-820.301769,-757.335598
